x,w,t,id,y
0.099318914,-0.84234691,1,86,-2.7435045
0.11855792,-0.31727934,1,86,-0.77931827
0.79190367,-0.78372645,0,87,-0.2523635
0.066590004,-0.093967535,1,87,-0.80033875
0.85755074,0.93069965,0,88,2.2798378
0.88944012,0.98185539,0,88,1.8797853
0.51426989,0.49240601,1,89,2.8668232
0.39102247,-0.23257992,0,89,-2.1077688
0.37298301,0.8059938,0,90,0.27567574
0.60784972,0.18720742,1,90,3.4685423
0.81599194,-0.58406663,0,91,0.37445971
0.000288212,0.67529815,0,91,-0.20821625
0.38043362,-0.25423783,0,92,0.79529023
0.12547621,0.46358028,0,92,-2.2291262
0.89842379,0.47604135,1,93,4.2512355
0.68268967,-0.16115624,0,93,2.1680074
0.003448891,-0.33315799,1,94,-0.37881061
0.88220018,0.27434441,0,94,2.5514603
0.55847889,-0.51838678,0,95,0.36684465
0.75291955,0.47701532,1,95,3.3501384
0.69229311,0.24793819,1,96,2.3160381
0.8599574,0.57179677,1,96,3.717658
0.13414234,-0.28981912,1,97,-2.6435051
0.47235268,-0.95338041,0,97,-1.0046391
0.43742689,0.46999544,0,98,0.99005437
0.83288711,0.28727233,0,98,2.3382866
0.10340178,0.40725884,1,99,-1.3548726
0.45317271,0.37755731,1,99,2.6264138
0.19332026,0.21103792,0,100,-1.925675
0.54590821,0.97552985,0,100,1.1028061
0.93797123,0.4621895,1,101,5.6860833
0.83241355,-0.33928299,0,101,2.2
0.039834306,0.8001157,1,102,-1.2163889
0.34309232,0.36984035,1,102,1.1551123
0.44763982,0.14633887,0,103,0.45525438
0.71551305,-0.29222754,0,103,0.2612071
0.067497559,0.49946752,1,104,-2.2646592
0.1154926,0.55409032,0,104,-1.9534166
0.20446891,-0.46832076,1,105,-0.8341291
0.51371223,-0.72990716,0,105,0.62614125
0.32240108,-0.64708084,0,106,-0.42061448
0.87524849,-0.66782486,0,106,0.44217217
0.91539025,0.71070057,0,107,1.5690626
0.5912329,0.26650766,1,107,1.0421374
0.37189746,0.62363207,0,108,0.65584034
0.72711545,0.32791966,0,108,-0.10244727
0.74290699,-0.57981431,0,109,1.1580493
0.83687532,0.017501822,0,109,2.4360859
0.9620744,-0.94455236,0,110,-0.47584397
0.75593227,0.1675991,0,110,1.8044394
0.79723626,-0.31868571,0,111,0.3278175
0.26165095,0.39541668,0,111,-0.77344239
0.077998728,0.40316138,1,112,-0.85921443
0.77932882,-0.13163157,0,112,0.79236662
0.097907491,0.81984431,0,113,0.001474202
0.9606185,-0.97908276,0,113,1.2230747
0.87101954,0.10028898,0,114,2.5506434
0.62993371,0.19034915,1,114,-0.092658415
0.36615899,0.92902184,0,115,-0.57606721
0.18095158,0.039300326,1,115,-0.35706282
0.39116785,0.66274989,1,116,1.7074124
0.72835797,0.91540074,1,116,2.6630099
0.89490086,-0.97542804,1,117,1.8797385
0.44422421,-0.43492773,1,117,1.3789175
0.43583608,0.48614135,1,118,2.121944
0.34962216,-0.61551553,1,118,-0.72590935
0.63384277,-0.52057445,1,119,-0.011368632
0.14445524,-0.62681371,1,119,-2.7269907
0.075543351,-0.54533559,0,120,-2.1122932
0.49991906,0.055825647,1,120,1.3342534
0.52227169,-0.36673385,1,121,1.7327225
0.81289852,-0.86341923,1,121,0.83851254
0.53831494,-0.081329674,0,122,1.0416081
0.41844192,0.36862719,1,122,1.8554001
0.024130108,0.75198805,1,123,-0.12475928
0.80082119,0.47219425,1,123,3.4791815
0.28695825,0.24470757,0,124,-1.3506408
0.55238628,-0.18238191,1,124,1.9716436
0.39374164,0.27997693,1,125,1.6845957
0.53916496,0.96898538,0,125,2.2367597
0.98652411,0.83136946,1,126,4.6266179
0.88164204,0.86505985,0,126,2.1708806
0.56116742,0.9956941,0,127,0.85738271
0.55254269,-0.93686676,0,127,-0.86635321
0.10575833,-0.032876931,0,128,-1.2018327
0.47012335,-0.35617036,0,128,-1.5253494
0.35501176,-0.18642436,0,129,-0.57988828
0.13379718,-0.21251886,0,129,-1.5410637
0.941715,0.63288033,1,130,3.0213511
0.42368826,-0.60263735,1,130,0.71043038
0.72961307,0.88694358,1,131,2.1714339
0.96015525,-0.95303112,1,131,1.8305737
0.17707479,0.32891971,0,132,-2.1262724
0.34053287,-0.62879038,1,132,-1.3584636
0.98656017,-0.72950882,0,133,1.8839772
0.92243552,-0.11013955,1,133,2.3687019
0.77342629,-0.71962327,1,134,0.90590525
0.70588362,-0.80669248,1,134,2.268456
0.41177133,-0.324671,1,135,0.16053556
0.92049134,-0.033571955,0,135,0.043229345
0.21660325,-0.84147161,1,136,-2.6003363
0.62319124,-0.91372782,1,136,1.4843239
0.78628224,0.92824638,1,137,2.2389576
0.004203058,0.51002985,1,137,1.0781634
0.23491123,0.40012065,1,138,0.20046382
0.83586216,0.84689307,0,138,3.8454998
0.28752559,0.0420813,0,139,1.0165451
0.48290119,0.2359892,1,139,3.1107092
0.73045087,-0.55084658,1,140,1.8973284
0.53706163,-0.16795662,1,140,3.4287593
0.068542786,0.55293792,0,141,-1.9600878
0.3974658,0.065522172,0,141,-2.9322846
0.91755545,0.016509101,1,142,1.9506612
0.6052354,0.54514903,1,142,1.0319831
0.76374036,0.60788292,1,143,3.129678
0.78649688,0.54733229,0,143,-0.088822246
0.14703231,0.90914196,1,144,0.5861854
0.94373053,-0.31431672,1,144,2.8880813
0.020822437,0.8613286,0,145,-0.93950188
0.18070504,0.043869976,0,145,-0.072421074
0.37871519,-0.34932464,0,146,-1.396167
0.41706431,-0.39709708,1,146,-0.24261001
0.88495213,0.27222821,1,147,1.5579327
0.21068342,-0.58011556,1,147,-1.0670213
0.45548859,-0.18965487,0,148,-0.45266193
0.91627342,0.32978594,0,148,2.9849675
0.88608569,0.3364841,1,149,1.6056556
0.50991046,0.4648087,0,149,1.8365827
0.67340302,-0.1857574,0,150,-0.73064834
0.068272173,-0.39841151,1,150,-0.33614433
0.50994456,0.82550246,1,151,3.4787097
0.50608951,0.84981692,0,151,1.6206064
0.38687575,-0.59978426,0,152,-0.81254768
0.72521484,-0.37277445,1,152,2.2644978
0.049363337,-0.37848008,1,153,-0.28466588
0.48469689,0.58812565,1,153,1.7620586
0.057170235,0.09014032,0,154,-3.3991416
0.012752961,-0.098766327,1,154,-0.87728548
0.91869617,0.30966464,1,155,1.7200098
0.61394459,0.21476324,1,155,1.3543054
0.093600206,0.34058657,1,156,-0.88991702
0.58045495,0.12978807,1,156,2.3497896
0.6263985,-0.85034108,1,157,1.0377064
0.36760157,0.13931407,0,157,-1.663853
0.4460828,-0.75214827,0,158,-2.3002348
0.62885809,-0.16325036,1,158,0.87924898
0.055712014,-0.91101336,1,159,-1.8086184
0.33062017,-0.34706306,1,159,-0.29090673
0.17299211,0.11992265,0,160,-0.55104309
0.65440845,0.99708396,0,160,2.9393234
0.97572553,-0.76813084,0,161,2.2094257
0.91596711,-0.33180434,0,161,1.0279218
0.14597209,0.64198273,0,162,-1.1307756
0.24133775,-0.32336771,0,162,-0.56373888
0.88446331,-0.16810037,1,163,2.9016519
0.81597281,-0.74988788,0,163,1.0382686
0.052769825,0.32122821,1,164,-1.7170391
0.042941827,-0.042805675,1,164,-2.7134511
0.52338159,0.53361881,0,165,-0.52921253
0.076191001,-0.29993033,1,165,-0.31297284
0.30335885,0.45597687,0,166,0.34115306
0.70841175,0.29200312,0,166,1.6964349
0.99363256,-0.074604303,1,167,4.3760777
0.29127693,-0.98815989,0,167,-2.4493153
0.90309417,-0.82990015,1,168,0.14788282
0.72336239,0.55201477,0,168,1.172617
0.72555876,0.078722052,0,169,1.5986601
0.68691117,-0.59298873,0,169,0.19820732
0.047067422,0.45559898,0,170,-0.51206374
0.97082084,-0.39083657,0,170,1.3469703
0.9968397,-0.26921847,1,171,4.1199174
0.14693867,0.20285761,1,171,0.24739546
0.94607854,0.23105034,0,172,0.80086505
0.11816631,0.13384722,0,172,-0.51215333
0.5996632,-0.44928882,1,173,1.6033539
0.21558407,0.50002509,1,173,-0.26082814
0.97486311,0.84000331,1,174,3.7436271
0.96359169,-0.41847423,0,174,1.4266126
0.68868917,0.43471393,1,175,2.3410585
0.017226761,-0.60426712,0,175,-4.4852343
0.11731508,0.63707507,1,176,1.4431146
0.30444756,0.72696835,0,176,0.040780328
0.23746087,-0.78506547,1,177,-1.9671726
0.1499538,0.79628444,0,177,-1.5298144
0.80427861,0.99719983,1,178,2.1754098
0.32951865,0.57350594,0,178,-1.8863997
0.42312229,-0.86926389,0,179,-2.0346947
0.75271708,0.88876349,0,179,1.9234167
0.88496494,-0.62661326,0,180,0.9407053
0.52734905,-0.25829181,0,180,-0.021412283
0.72158766,-0.28731653,1,181,1.7751647
0.61408007,-0.12553667,1,181,2.0247622
0.13111094,0.76250839,0,182,-0.25863916
0.73847532,0.91395932,0,182,2.9082561
0.86702549,0.80493724,1,183,2.7223217
0.68184,-0.17246202,0,183,0.76963007
0.27689284,0.47714388,1,184,1.8395462
0.11522907,-0.63597631,1,184,-0.5126664
0.32824269,-0.75388712,0,185,-2.7921534
0.15592319,-0.62135589,1,185,-0.81320667
0.61802965,-0.360782,0,186,-1.16394
0.078349255,-0.30491439,1,186,-0.57421303
0.14040683,0.42852628,1,187,0.041824073
0.25311214,0.35350442,0,187,-1.2023858
0.74469894,-0.9513132,0,188,-0.91017443
0.29047707,-0.75010633,1,188,-3.0020814
0.24378547,0.44152302,1,189,-0.039061606
0.26614276,0.96539736,1,189,0.34777743
0.13427253,-0.22088097,1,190,-1.393809
0.22866701,0.67328906,1,190,-0.52798867
0.72483909,0.38064718,0,191,1.5584567
0.87245142,0.44833586,0,191,0.33828124
0.087315843,0.33479959,1,192,-1.7040067
0.36610612,0.94645882,1,192,1.3147951
0.08382535,0.53903639,1,193,0.41995537
0.67731279,0.3701123,0,193,1.9368057
0.05277415,0.79378366,0,194,-0.60654759
0.091117367,0.92544198,1,194,1.5978881
0.7306813,0.091226175,1,195,2.4328761
0.58135051,0.066707321,0,195,-0.78600591
0.21465635,0.42100739,0,196,-1.4147326
0.60582268,0.15967734,1,196,0.84921438
0.73168755,0.015394634,1,197,3.122756
0.14340399,0.34216458,1,197,0.00506258
0.43599501,0.69788486,0,198,2.4261799
0.61630416,0.77588314,1,198,1.6141877
0.78864723,0.47014257,1,199,2.3777575
0.5077908,-0.030705206,1,199,2.3883467
0.64086545,-0.85755605,1,200,1.8907913
0.66310942,-0.13949354,0,200,1.3286016
0.55950493,0.92942631,1,201,3.9089265
0.77977145,-0.81611663,1,201,0.60003066
0.81124318,-0.62374049,1,202,2.502876
0.37419692,0.37021849,0,202,0.084185541
0.74105769,0.50519955,0,203,0.8094548
0.82401729,-0.89148349,1,203,0.47524947
0.56755358,0.89877146,0,204,2.1497405
0.17912534,0.86743146,1,204,2.2162352
0.31723222,0.80963099,0,205,-0.096903071
0.56646615,-0.24085337,1,205,-1.9302766
0.81718773,0.66700113,0,206,1.5120649
0.000377832,0.17490079,0,206,-1.3825829
0.96827096,0.26745269,0,207,1.1813552
0.52754992,-0.033073045,0,207,1.6096623
0.26596707,-0.13217363,1,208,0.39848256
0.075149894,-0.012710844,0,208,-2.4911098
0.57554579,0.81066781,0,209,1.7746845
0.063380294,0.37932041,0,209,-1.1530442
0.62936163,-0.011185397,1,210,1.7666761
0.60357356,-0.84183663,1,210,1.2576424
0.44053739,-0.86930758,1,211,-1.5938156
0.8109628,-0.022423051,0,211,0.9235512
0.072464094,0.66707116,1,212,-0.4494271
0.73524517,0.15580653,0,212,1.4929515
0.48101336,-0.81448263,1,213,1.4993671
0.44888231,0.37165031,0,213,0.97096145
0.59292585,-0.53672475,0,214,-1.2679435
0.5985539,0.12476692,0,214,-0.33413032
0.21865103,-0.18578668,0,215,-1.579088
0.27223426,0.50321704,1,215,-0.35659772
0.48941079,-0.92107517,1,216,1.1794832
0.6184696,0.95884293,0,216,1.8769166
0.99718803,-0.31074467,1,217,1.5967084
0.79679209,-0.81065631,1,217,0.050485373
0.82360196,0.64394784,0,218,2.3611469
0.11192109,-0.60695678,1,218,-1.1751167
0.69895786,0.5488686,0,219,0.53397268
0.30644003,0.77754718,0,219,-0.70431828
0.091498576,-0.93681771,1,220,-3.4754484
0.561728,-0.23505792,0,220,-0.51963508
0.84236473,0.97602618,0,221,3.0676219
0.74471539,0.96669286,0,221,1.7106168
0.27665669,-0.52515215,0,222,-0.79549962
0.95418704,-0.72488439,0,222,0.56158561
0.84322685,0.16871937,1,223,3.2523978
0.52011228,0.35920948,1,223,3.7002721
0.8234542,0.35482565,1,224,3.9409804
0.90439612,0.66792846,1,224,3.2180407
0.048541203,0.92949319,1,225,1.2483246
0.39391059,0.27377138,1,225,-0.85924727
0.43738163,-0.6927281,1,226,0.89572293
0.56283796,-0.99930549,1,226,1.2598442
0.29152772,-0.62084138,0,227,0.47722089
0.91893566,-0.61243802,1,227,2.6186271
0.43086171,-0.065428443,0,228,-0.36365169
0.88391912,0.80526495,0,228,4.1384864
0.84668106,-0.51659191,1,229,0.33717573
0.11466528,0.3228476,0,229,-2.5319839
0.10681064,-0.74409121,1,230,-1.4027375
0.83548748,-0.28165749,0,230,-0.019185454
0.6850701,0.69454217,1,231,2.6160014
0.008610565,-0.49091923,0,231,-2.875875
0.94621122,-0.12794715,1,232,4.2063074
0.08154241,-0.88805777,1,232,-1.9887729
0.43897024,0.54195589,0,233,-1.0529476
0.18490495,-0.69411844,1,233,-0.10828066
0.2786369,-0.95433307,1,234,-0.2106902
0.04501681,-0.94582194,1,234,-2.6395578
0.20259859,-0.79172927,0,235,-1.8657502
0.093912251,-0.74477369,0,235,-3.2338274
0.66344345,-0.86406195,1,236,-0.48739451
0.085584499,-0.071690999,1,236,-0.217792
0.63658798,0.2901465,1,237,2.5591471
0.76941019,-0.35490665,1,237,0.7772274
0.8973282,-0.3373726,0,238,2.8849685
0.72362304,-0.14833955,1,238,-0.062232241
0.26978281,-0.036591943,1,239,-0.14897613
0.79593909,0.4609277,0,239,3.1088288
0.66291821,-0.80245554,1,240,2.1018867
0.22398396,-0.11958924,1,240,-0.092630789
0.85023338,-0.34948331,0,241,0.90571129
0.72696805,0.53466749,0,241,0.46974939
0.68707633,-0.54233736,1,242,2.2826362
0.36519322,0.86572558,1,242,1.6892053
0.30636504,0.81121331,0,243,-0.68211448
0.59162098,0.19997728,1,243,2.5513289
0.039728072,0.31037143,1,244,-1.4073389
0.61285061,-0.99764633,0,244,-0.18624794
0.36383048,0.44330344,1,245,2.4524264
0.85853398,0.15791833,1,245,2.6140988
0.51237881,-0.23281252,1,246,0.8664279
0.094143383,-0.12020939,1,246,-1.8187106
0.63917214,0.94536543,1,247,2.937423
0.33602953,0.64479584,1,247,1.2620625
0.96867287,-0.95586646,1,248,1.0635874
0.83386505,-0.034131262,0,248,1.6006202
0.021930432,0.97541916,1,249,0.48120159
0.54571831,-0.70694226,1,249,0.98402178
0.44071537,0.81081444,1,250,1.173514
0.43704391,-0.33387184,1,250,0.43956482
0.3614414,-0.4600668,1,251,0.84326947
0.1469714,0.28639406,1,251,0.92145497
0.29530206,0.39085367,1,252,0.47188359
0.56108105,0.70770001,0,252,1.0565543
0.003954357,-0.59195536,1,253,-2.4405141
0.9064275,0.20303562,1,253,2.7260935
0.020137155,-0.39764112,0,254,-1.0509009
0.56796324,-0.96227449,0,254,-1.9254991
0.48327526,0.36922601,1,255,2.4795558
0.15298656,-0.55855411,1,255,-1.343418
0.2106113,0.82443213,0,256,-0.10304849
0.63913971,-0.83436865,1,256,0.28238142
0.42368659,-0.33871838,0,257,-0.49664861
0.75636989,-0.96615541,0,257,-2.8120036
0.37570292,0.95546126,0,258,1.2655628
0.19234246,0.64815187,1,258,0.61750156
0.48335296,-0.20321742,1,259,1.7201989
0.64340544,0.96140033,1,259,1.8687229
0.16751729,0.37838998,1,260,-0.84775746
0.36878857,0.09518972,0,260,-1.5002053
0.47409105,-0.25723475,1,261,2.4354706
0.94728988,0.76734513,1,261,2.5628996
0.80639064,0.76594418,1,262,2.8140173
0.033930518,-0.35537982,0,262,-3.0663676
0.56066102,0.18656823,0,263,0.64071339
0.75269151,0.43947816,0,263,0.53017604
0.19082133,0.97966057,1,264,-0.26355058
0.74948126,-0.85891724,1,264,-0.068989635
0.26410568,0.74396431,1,265,-0.27253026
0.18742865,-0.04766693,0,265,-2.6706033
0.11629582,-0.60363555,1,266,-2.4573169
0.60830569,-0.68406427,1,266,0.96385515
0.34782621,-0.12347129,0,267,0.72663176
0.8607229,0.20976686,1,267,2.1108203
0.52847719,0.2279633,1,268,1.0793278
0.88719279,-0.034809083,0,268,-0.56132293
0.16898778,-0.7824952,0,269,-0.48910362
0.72408223,0.17044944,0,269,3.7079539
0.19211394,0.040886864,1,270,2.0649493
0.093327187,0.47236598,0,270,-0.054162025
0.29453346,-0.77750981,0,271,-2.6145184
0.60513586,-0.01522221,0,271,0.77903438
0.29465795,0.92825186,0,272,0.043018609
0.93434799,-0.23628195,0,272,0.96790928
0.39775988,0.35012886,1,273,1.2542701
0.70078474,0.016702661,1,273,1.7768757
0.81517941,-0.95046842,0,274,1.4241356
0.79321998,-0.012624611,1,274,1.0430723
0.51681155,-0.63533169,1,275,1.479933
0.82661796,0.7533977,1,275,2.2507136
0.18963243,-0.28299287,0,276,-2.7815266
0.97820902,0.36037716,1,276,2.5315166
0.88603067,0.16577277,1,277,2.7944233
0.63712591,-0.27976945,1,277,2.3334413
0.95852518,-0.45788458,0,278,1.5600166
0.70679778,-0.88863325,0,278,0.24398085
0.75991702,0.94397259,1,279,2.3085186
0.87038642,0.18227823,1,279,3.2519448
0.2961064,0.73212761,1,280,1.9098706
0.87452966,-0.52416795,0,280,1.4861782
0.61736071,-0.66599399,1,281,0.5815987
0.67017478,-0.20917962,0,281,0.64757025
0.47317085,0.8037014,0,282,1.2382551
0.15490958,0.39787659,0,282,-2.2541819
0.13419913,-0.61459547,1,283,0.35340792
0.99858075,0.36307511,1,283,2.147747
0.008545899,0.84864539,0,284,-0.28772521
0.31835067,0.08827696,0,284,-0.7395224
0.92576772,-0.44337696,0,285,1.7782878
0.63097835,0.77939308,0,285,1.9852604
0.48832664,0.069705486,1,286,1.8105323
0.6101886,0.070029296,1,286,0.55764115
0.77301139,-0.25433439,0,287,0.86895925
0.66640884,-0.23282789,1,287,2.9050117
0.82868832,0.32765642,1,288,5.4513216
0.6733498,-0.055529952,1,288,2.9197803
0.61319548,-0.95123345,0,289,-0.34932801
0.75511223,0.33643416,0,289,0.86997247
0.20058893,-0.11490577,1,290,0.53790462
0.19010308,0.14697014,0,290,-0.42488933
0.29178423,-0.28188062,1,291,-0.61708647
0.37346518,0.086463183,1,291,1.856179
0.14791898,-0.88152713,1,292,-2.3451314
0.9184047,0.48730794,1,292,4.7543683
0.41254234,0.097847648,0,293,-0.94739652
0.60932094,-0.13797019,1,293,1.6652973
0.49838096,0.49525326,0,294,1.3794172
0.5829556,0.65288323,0,294,0.88652998
0.045751728,-0.86171728,1,295,-3.1371019
0.44596827,-0.090626717,1,295,0.5311141
0.70269912,-0.096830837,1,296,0.69845742
0.82240605,-0.50655907,1,296,2.5303032
0.64719927,-0.34641957,1,297,0.6579954
0.41300943,-0.52025938,0,297,-0.49264503
0.417355,0.31704253,0,298,0.024700202
0.20447685,-0.40212375,1,298,-0.40131152
0.4926267,-0.49095422,0,299,0.14910051
0.40362027,0.96856254,1,299,2.7121539
0.95175374,0.14910507,1,300,2.9431562
0.52687031,0.46926862,1,300,1.5227923
0.14044325,0.24533993,0,301,-2.1343179
0.95875227,0.31719655,0,301,3.0422959
0.97133589,-0.86056685,0,302,1.1200981
0.97899419,0.65309888,1,302,2.2075655
0.15681207,-0.9692741,0,303,-2.9422364
0.64327145,-0.04575105,0,303,0.56380743
0.39555255,-0.74686778,1,304,1.4408302
0.67082554,-0.93042785,1,304,-1.7505314
0.83929062,-0.59733677,0,305,0.42485961
0.23890825,-0.71850365,0,305,-1.1900909
0.47539416,0.93211472,1,306,1.4059546
0.68397403,-0.47247025,0,306,0.7507273
0.743752,0.47789273,1,307,1.1594183
